tractcode,State,avg_tract_sales_volume_assets,POPULATION_2020,POP20_SQMI,SQMI,2022_Median_Household_Income,lat,long,total_population,unemployed,percent_unemployed,med_income,med_age,avg_dist_traveled_per_person_from_tract_to_business_in_miles
04001942700,AZ,2145.0,4491,3.9,1155.35,29435,36.6063051,-109.1489897,"342,080","18,560",5.43,"27,315",34.0,null
04001944000,AZ,2789.0,5348,17.5,305.81,35983,35.718709,-109.06539,"176,769","4,806",2.72,"30,630",34.0,null
04001944100,AZ,3719.0,5495,7.8,708.25,28178,36.4404164,-109.2655112,"748,375","46,750",6.25,"23,491",29.0,null
04001944201,AZ,3265.0,4021,20.7,193.93,28170,36.1534278,-109.6853411,"120,771","1,539",1.27,"28,765",29.0,null
04001944202,AZ,3018.0,3608,21.8,165.83,30496,36.2212815,-109.481362,"32,072","1,608",5.01,"27,843",28.0,null
04001944901,AZ,1379.0,3369,5.8,577.08,29212,35.7916357,-109.3338227,"499,875","6,375",1.28,"22,752",32.0,null
04001944902,AZ,1034.0,4201,3.9,1076.47,23023,35.8228356,-109.8775261,"319,104","7,680",2.41,"19,345",36.0,null
04001945001,AZ,4511.0,4133,97.6,42.34,37392,35.6807365,-109.0538646,"264,192","10,240",3.88,"38,432",40.0,null
04001945100,AZ,7553.0,2132,3.4,623.91,31663,35.0808065,-109.1705182,"21,984",704,3.2,"33,665",28.0,null
04001970300,AZ,2346.0,3216,6.0,534.62,51100,34.4903072,-109.3861144,"108,189","1,323",1.22,"61,000",43.0,97.01
04001970501,AZ,1379.0,4449,721.1,6.17,53853,34.1224423,-109.2706501,"328,128","4,544",1.38,"63,292",39.0,91.01
04001970502,AZ,3280.0,4767,2.7,1773.86,57891,33.9781246,-109.3193984,"106,353","3,051",2.87,"66,909",53.0,80.03
04003000201,AZ,39930.0,3098,9.3,332.5,52165,32.3785871,-109.8903972,"27,592",960,3.48,"49,852",42.0,26.49
04003000202,AZ,2944.0,3382,62.9,53.74,40586,32.2581451,-109.8413907,"235,904","8,000",3.39,"33,985",34.0,25.59
04003000301,AZ,3993.0,4029,563.5,7.15,31339,31.9596026,-110.3234381,"234,752","6,080",2.59,"27,885",52.0,20.97
04003000303,AZ,1536.0,3400,5.3,645.32,60541,31.9915151,-110.3421459,"94,176","1,755",1.86,"50,714",53.0,21.85
04003000400,AZ,1536.0,2084,5.5,379.7,39777,31.8238868,-109.9799891,"15,960",432,2.71,"40,275",60.0,22.43
04003000600,AZ,3738.0,2600,11.6,224.64,43990,31.3573887,-109.5684393,"28,600",992,3.47,"39,298",36.0,23.75
04003000700,AZ,512.0,4833,345.7,13.98,52395,31.3914408,-109.4939979,"276,992","7,680",2.77,"54,065",29.0,23.31
04003000800,AZ,2483.0,5130,694.2,7.39,44551,31.3525098,-109.5367092,"255,040","10,304",4.04,"42,109",34.0,17.81
04003000901,AZ,3968.0,3305,4527.4,0.73,25804,31.3365834,-109.5455585,"152,512","4,992",3.27,"27,551",32.0,20.1
04003000902,AZ,3625.0,2684,2886.0,0.93,30979,31.3459943,-109.5493894,"56,241","6,237",11.09,"28,400",37.0,19.43
04003001000,AZ,1536.0,1464,9.3,158.27,39942,31.5782629,-109.9076522,"11,968",88,0.74,"34,243",51.0,27.62
04003001100,AZ,2261.0,3103,54.1,57.39,40715,31.361701,-109.8198842,"88,020",918,1.04,"33,561",54.0,29.51
04003001200,AZ,3264.0,2753,21.5,127.86,43476,31.4475373,-109.9876479,"84,294","1,215",1.44,"36,687",47.0,26.36
04003001501,AZ,1664.0,3329,3541.5,0.94,41968,31.5381105,-110.2950044,"85,671","2,970",3.47,"34,649",39.0,12.64
04003001502,AZ,852.0,3633,3561.8,1.02,39285,31.5594586,-110.2953537,"89,802","3,402",3.79,"34,981",35.0,12.53
04003001601,AZ,2559.0,5280,4093.0,1.29,59144,31.5663813,-110.2874416,"149,013","2,997",2.01,"52,056",32.0,11.5
04003001602,AZ,2602.0,3038,1787.1,1.7,45302,31.5497052,-110.2726016,"205,120","9,536",4.65,"42,855",45.0,8.99
04003001701,AZ,3498.0,4355,4147.6,1.05,58566,31.5518174,-110.2456376,"266,624","8,576",3.22,"46,552",35.0,12.1
04003001900,AZ,2559.0,7114,984.0,7.23,106246,31.4668151,-110.2741354,"425,856","6,080",1.43,"93,572",52.0,14.1
04003002001,AZ,1920.0,5453,583.8,9.34,53317,31.4953949,-110.2451668,"155,871","1,971",1.26,"54,461",38.0,15.15
04003002100,AZ,1408.0,4734,22.0,215.58,77177,31.4193085,-110.1872033,"130,572","2,862",2.19,"65,739",54.0,22.06
04005000200,AZ,2817.0,4097,1001.7,4.09,81702,35.2050578,-111.6358297,"29,600",984,3.32,"71,276",42.0,97.5
04005000400,AZ,1449.0,5343,5088.6,1.05,79399,35.2198738,-111.6017771,"664,875","10,875",1.64,"64,603",37.0,97.76
04005000500,AZ,3312.0,5007,1236.3,4.05,68980,35.2227946,-111.5512598,"530,000","11,875",2.24,"65,762",35.0,98.73
04005000700,AZ,4468.0,4143,1733.5,2.39,78334,35.2075034,-111.5917363,"31,888",568,1.78,"75,023",35.0,97.45
04005000800,AZ,3543.0,6313,2505.2,2.52,37895,35.194394,-111.6508851,"176,094","10,557",6.0,"35,892",24.0,96.96
04005001000,AZ,2801.0,10422,9561.5,1.09,13701,35.1866671,-111.6518764,"347,679","36,099",10.38,"13,333",19.0,97.2
04005001301,AZ,5864.0,5375,260.8,20.61,105708,35.2652091,-111.5141291,"143,559","1,701",1.18,"88,775",41.0,99.13
04005001302,AZ,4189.0,5547,18.7,297.28,83734,35.2165011,-111.4556387,"145,908","2,484",1.7,"79,806",38.0,97.59
04005001500,AZ,5745.0,3528,1.3,2685.11,67682,35.0783383,-111.6618545,"192,384","3,008",1.56,"65,140",55.0,91.17
04005001700,AZ,7123.0,3347,36.6,91.44,61266,35.2140283,-112.1528223,"237,568","4,608",1.94,"52,227",41.0,95.05
04005002000,AZ,3196.0,1918,0.9,2138.6,64215,36.9594231,-112.4797669,"14,976",280,1.87,"71,664",48.0,null
04005942201,AZ,3950.0,3678,4.0,920.51,46401,36.5554235,-111.4232047,"100,224","9,423",9.4,"36,500",33.0,null
04005944900,AZ,8377.0,3888,39.2,99.1,60114,36.1257278,-111.2249579,"132,408","5,292",4.0,"50,986",31.0,null
04005945000,AZ,6134.0,4006,2.6,1529.12,37190,36.4958135,-111.702715,"112,428","4,320",3.84,"29,516",33.0,null
04005945100,AZ,6463.0,3342,1.5,2270.42,43526,35.240703,-110.9976096,"260,032","15,424",5.93,"33,716",34.0,null
04005945200,AZ,1931.0,4056,866.7,4.68,58204,36.1167529,-111.255555,"116,667","3,267",2.8,"49,722",30.0,null
04007000100,AZ,4830.0,2908,16.4,177.61,56926,34.3909291,-111.5026558,"176,832","2,560",1.45,"52,952",65.0,68.12
04007000200,AZ,1656.0,2132,10.2,209.8,47163,34.3527138,-111.1878756,"66,258","1,593",2.4,"47,910",54.0,74.59
04007000301,AZ,2723.0,5775,1673.9,3.45,53512,34.2440111,-111.3440639,"46,440",968,2.08,"44,988",51.0,64.84
04007000302,AZ,3312.0,3042,11.6,262.39,55467,34.2630256,-111.3249112,"73,899","1,026",1.39,"44,877",55.0,61.89
04007000400,AZ,3741.0,5307,156.1,33.99,55103,34.2555804,-111.3171652,"119,826","2,079",1.74,"49,359",59.0,68.09
04007000500,AZ,1472.0,5706,52.0,109.75,48574,34.2299553,-111.3233623,"143,748","2,511",1.75,"36,558",58.0,63.45
04007000600,AZ,828.0,1569,3.1,507.09,41130,34.1385275,-110.9888493,"10,952",384,3.51,"35,919",57.0,67.44
04007000700,AZ,3220.0,1695,2.1,802.24,37324,33.7754809,-111.0929434,"1,993",55,2.76,"35,976",64.0,51.25
04007000900,AZ,2791.0,2502,372.9,6.71,43407,33.3899582,-110.8633558,"21,672","1,184",5.46,"43,121",44.0,58.29
04007001000,AZ,1610.0,4605,12.9,356.04,38655,33.4070017,-110.8156027,"570,125","19,000",3.33,"33,988",51.0,60.34
04007001100,AZ,3197.0,3660,398.7,9.18,56184,33.3961738,-110.7999505,"477,750","20,250",4.24,"55,689",43.0,62.42
04007001200,AZ,2392.0,4872,70.2,69.45,55528,33.2947891,-110.7760408,"137,754","1,647",1.2,"61,914",39.0,62.03
04007001300,AZ,2821.0,1044,7.1,147.54,43457,33.0003044,-110.7759521,"9,136",456,4.99,"39,784",50.0,58.6
04007940400,AZ,4554.0,5531,5.4,1018.0,39258,33.3036191,-110.4667614,"377,920","33,408",8.84,"34,487",28.0,79.54
04009940500,AZ,1380.0,4720,2.8,1696.41,36328,33.2861049,-109.9331961,"129,735","12,501",9.64,"35,854",25.0,66.78
04009961100,AZ,1727.0,4849,8.5,572.32,53296,33.0750541,-109.9037408,"113,238","2,079",1.84,"48,693",37.0,18.83
04009961201,AZ,1375.0,3918,452.4,8.66,52561,32.8407201,-109.7485961,"97,767","3,915",4.0,"53,388",27.0,11.24
04009961202,AZ,691.0,4102,161.7,25.37,66536,32.8235635,-109.7449593,"103,005","2,160",2.1,"61,782",35.0,13.01
04009961300,AZ,1511.0,3083,2335.6,1.32,41339,32.8335471,-109.7227333,"199,296","9,792",4.91,"44,969",33.0,13.46
04009961500,AZ,3676.0,4702,6.8,694.3,56026,32.7769138,-109.7303022,"37,800",568,1.5,"54,924",40.0,22.88
04009961700,AZ,2401.0,5303,14.6,362.05,51018,32.8100159,-109.6736182,"363,776","7,552",2.08,"45,051",36.0,18.36
04011960100,AZ,1055.0,2951,2.3,1278.58,43006,33.0626753,-109.2948101,"21,264",864,4.06,"48,060",41.0,18.82
04011960200,AZ,6901.0,4084,32.3,126.29,70987,33.0466315,-109.3239024,"110,997","1,566",1.41,"76,693",29.0,14.59
04011960300,AZ,986.0,2528,5.7,442.58,47008,32.9171232,-109.1358037,"74,331","1,809",2.43,"47,646",43.0,27.08
04012020201,AZ,1200.0,1773,91.9,19.29,38772,34.2001451,-114.1921774,"50,058","2,727",5.45,"39,676",61.0,86.67
04012020202,AZ,5085.0,581,3.3,176.15,51579,34.242257,-114.0479699,"6,896",96,1.39,"45,052",66.0,81.58
04012020501,AZ,15849.0,1419,2.2,637.86,41608,33.8011877,-114.0235788,"14,760",80,0.54,"42,873",73.0,83.86
04012020602,AZ,29922.0,983,3.3,297.23,39485,33.6266887,-114.5150034,"12,216",824,6.75,"34,074",42.0,52.36
04012940200,AZ,5161.0,3414,2147.2,1.59,52800,34.1450937,-114.2877358,"25,056",376,1.5,"57,786",32.0,91.45
04012940300,AZ,10759.0,3622,9.4,387.24,35846,33.8749524,-114.3598873,"315,968","20,992",6.64,"32,804",35.0,92.2
04013030401,AZ,5747.0,4882,476.3,10.25,139074,33.834994,-111.9008058,"141,615",54,0.04,"119,254",66.0,10.54
04013030402,AZ,1375.0,3913,173.8,22.51,103952,33.8166693,-111.9609636,"122,607","3,591",2.93,"83,949",61.0,11.83
04013040502,AZ,2820.0,4820,611.7,7.88,59019,33.9832505,-112.7507406,"339,456","2,944",0.87,"51,891",56.0,19.4
04013040507,AZ,688.0,6362,2163.9,2.94,57019,33.6487207,-112.3414807,"841,375","4,750",0.56,"54,125",75.0,6.66
04013040515,AZ,917.0,4189,4.8,873.27,69248,33.8289882,-112.7214249,"37,232",240,0.64,"55,320",60.0,29.58
04013040516,AZ,1261.0,7427,50.7,146.35,82089,33.6534888,-112.5986238,"43,256",848,1.96,"78,680",60.0,21.5
04013040527,AZ,3215.0,4434,4717.0,0.94,64010,33.646163,-112.4225165,"110,538","1,350",1.22,"60,507",64.0,8.06
04013040529,AZ,1604.0,3603,2280.4,1.58,69380,33.6580005,-112.3936621,"199,424","1,344",0.67,"62,184",75.0,7.55
04013040531,AZ,3367.0,3757,3647.6,1.03,54761,33.6422564,-112.3722281,"230,528","3,200",1.39,"43,710",63.0,7.98
04013050603,AZ,16664.0,4592,3.4,1334.11,60023,33.2018742,-113.0652651,"160,002","8,343",5.21,"56,682",37.0,39.05
04013050604,AZ,77574.0,3871,32.5,119.28,64999,33.3460558,-112.7519205,"29,608","1,240",4.19,"58,666",39.0,24.94
04013050609,AZ,1833.0,6343,1517.5,4.18,67030,33.4559806,-112.5342711,"138,780","2,430",1.75,"64,240",42.0,11.72
04013050701,AZ,3436.0,7711,2724.7,2.83,63454,33.3849664,-112.5761516,"52,208",912,1.75,"53,535",29.0,13.35
04013050702,AZ,5801.0,6555,2101.0,3.12,54619,33.3693877,-112.5684635,"134,433","4,590",3.41,"49,891",34.0,14.47
04013060801,AZ,1606.0,5282,3719.7,1.42,37738,33.6266284,-112.3381361,"717,125","40,000",5.58,"31,454",42.0,6.65
04013060902,AZ,917.0,3514,6275.0,0.56,42623,33.6111004,-112.3343008,"88,371","2,025",2.29,"41,364",36.0,6.95
04013060904,AZ,459.0,3915,6991.1,0.56,55104,33.5982221,-112.3092163,"103,140","1,971",1.91,"55,525",28.0,7.3
04013061011,AZ,1833.0,7598,1190.9,6.38,98919,33.5148586,-112.3324415,"63,448",872,1.37,"93,835",30.0,8.05
04013061013,AZ,1833.0,6049,3417.5,1.77,105761,33.5004813,-112.3364892,"53,752","1,552",2.89,"86,403",32.0,7.36
04013061015,AZ,2749.0,6037,5390.2,1.12,86973,33.475198,-112.3348065,"150,471","5,535",3.68,"81,101",35.0,6.56
04013061020,AZ,0.0,3865,4111.7,0.94,114070,33.4897001,-112.3654536,"97,794","3,483",3.56,"103,660",37.0,7.14
04013061026,AZ,1724.0,5922,5863.4,1.01,76535,33.6316279,-112.4139134,"47,000","1,816",3.86,"65,592",36.0,7.43
04013061027,AZ,1833.0,5496,6106.7,0.9,76182,33.6272765,-112.3961025,"694,000","22,875",3.3,"75,266",39.0,7.89
04013061035,AZ,0.0,7099,7243.9,0.98,75152,33.6126828,-112.3548688,"457,856","14,080",3.08,"62,384",38.0,7.44
04013061039,AZ,5747.0,6004,1512.3,3.97,105113,33.5832357,-112.3695884,"119,421","3,105",2.6,"104,125",38.0,7.41
04013061040,AZ,5726.0,4567,9514.6,0.48,72047,33.5978082,-112.3383548,"115,938","4,644",4.01,"58,167",34.0,7.41
04013061043,AZ,8845.0,2827,515.9,5.48,76856,33.5931262,-112.3358691,"22,264",392,1.76,"77,070",31.0,8.27
04013061046,AZ,6547.0,5844,5903.0,0.99,64083,33.5257549,-112.3494519,"51,176","1,864",3.64,"50,598",33.0,8.21
04013061200,AZ,2409.0,6746,3968.2,1.7,38534,33.4494173,-112.337454,"379,136","10,496",2.77,"33,151",29.0,6.69
04013061300,AZ,1833.0,2050,1413.8,1.45,55702,33.441513,-112.363425,"1,891",59,3.12,"42,378",36.0,8.05
04013061402,AZ,1377.0,6154,6914.6,0.89,45711,33.4273923,-112.3393587,"166,968","5,319",3.19,"36,584",29.0,7.18
04013071505,AZ,1833.0,6537,2829.9,2.31,52922,33.6083559,-112.2949923,"436,480","5,760",1.32,"43,132",70.0,6.57
04013071509,AZ,4597.0,5603,3028.6,1.85,99860,33.6160402,-112.2315142,"351,360","11,008",3.13,"94,227",47.0,5.94
04013071510,AZ,3672.0,4402,4402.0,1.0,121269,33.6007789,-112.2068658,"109,026","3,996",3.67,"108,477",45.0,6.12
04013071511,AZ,3792.0,3890,4274.7,0.91,69599,33.6281003,-112.2116579,"27,744",992,3.58,"55,737",44.0,6.26
04013071512,AZ,3214.0,6246,6184.2,1.01,91691,33.6064377,-112.2332573,"409,856","13,952",3.4,"88,167",37.0,6.0
04013071514,AZ,5222.0,3896,3417.5,1.14,94432,33.6301965,-112.241689,"103,761","1,836",1.77,"84,649",41.0,6.61
04013071515,AZ,2749.0,3704,3631.4,1.02,79964,33.6184517,-112.2500518,"95,445","3,429",3.59,"67,273",47.0,6.13
04013071517,AZ,2291.0,3961,4259.1,0.93,80142,33.6058603,-112.2435072,"103,572","2,754",2.66,"74,998",34.0,5.99
04013071600,AZ,2062.0,4192,4234.3,0.99,34948,33.5992314,-112.3036322,"31,544",928,2.94,"33,855",48.0,6.78
04013071801,AZ,3561.0,5090,2423.8,2.1,40720,33.5904762,-112.2770032,"1,124,280","44,712",3.98,"37,931",73.0,6.69
04013071802,AZ,688.0,3575,3192.0,1.12,38926,33.569933,-112.286607,"219,328","2,496",1.14,"34,910",72.0,6.25
04013071906,AZ,2697.0,6331,5064.8,1.25,64327,33.5738542,-112.2415563,"148,419","5,697",3.84,"56,447",34.0,6.11
04013071909,AZ,2062.0,4178,5802.8,0.72,66008,33.5757428,-112.2587302,"257,920","8,832",3.42,"63,127",43.0,6.34
04013071910,AZ,2291.0,7132,7132.0,1.0,56411,33.590562,-112.2247292,"827,000","26,750",3.23,"46,188",35.0,6.11
04013071911,AZ,3332.0,3246,3416.8,0.95,82368,33.5739624,-112.2290099,"3,276",106,3.24,"75,300",31.0,6.35
04017960200,AZ,2991.0,3498,9.0,390.34,38866,34.8593086,-110.2031814,"99,549","2,106",2.12,"35,270",41.0,null
04017960400,AZ,17674.0,3580,27.3,131.01,42076,35.0286158,-110.6967317,"227,328","7,872",3.46,"49,747",34.0,null
04017960500,AZ,18150.0,3618,3.6,1010.68,53793,35.07961,-110.2839243,"38,328","1,600",4.17,"50,149",30.0,null
04017960600,AZ,3437.0,4453,149.4,29.8,42417,35.0306109,-110.7161825,"111,348","3,780",3.39,"45,553",35.0,null
04017961300,AZ,3467.0,3454,637.3,5.42,44626,34.1549582,-109.9949918,"81,243","2,349",2.89,"50,592",42.0,91.71
04017963300,AZ,2121.0,5090,18.0,282.88,50837,34.6049842,-110.2274278,"127,629","4,860",3.81,"46,958",27.0,null
04017963800,AZ,3457.0,4508,31.0,145.31,50394,34.428026,-110.172321,"37,216","2,376",6.38,"45,453",45.0,95.05
04017964201,AZ,3849.0,1864,213.8,8.72,43448,34.3982755,-110.5705332,"11,800",632,5.36,"39,925",62.0,94.68
04017964202,AZ,782.0,1559,2.8,557.28,44969,34.4058906,-110.5058876,"1,783",98,5.5,"38,385",49.0,95.8
04019000100,AZ,534.0,930,3100.0,0.3,38474,32.2213755,-110.9668256,"7,168",88,1.23,"31,904",34.0,6.08
04019000200,AZ,1867.0,4035,5380.0,0.75,31789,32.2207307,-110.9912317,"128,277","8,127",6.34,"43,054",34.0,5.66
04019000700,AZ,1134.0,4981,4016.9,1.24,47051,32.2185682,-110.9395921,"351,552","10,240",2.91,"45,988",44.0,5.39
04019000800,AZ,2134.0,2053,1669.1,1.23,52418,32.2166624,-110.9590501,"13,640",712,5.22,"49,011",40.0,7.48
04019001100,AZ,2092.0,2591,5397.9,0.48,37560,32.2330319,-110.9975342,"23,136","1,112",4.81,"33,079",39.0,4.87
04019001200,AZ,2992.0,3575,2262.7,1.58,40105,32.2446962,-111.0030714,"31,472","2,432",7.73,"39,563",28.0,7.27
04019001302,AZ,2181.0,2089,3264.1,0.64,18099,32.2455762,-110.9786448,"14,064",952,6.77,"16,288",44.0,7.99
04019001304,AZ,3451.0,5244,8323.8,0.63,26399,32.2530289,-110.9749602,"350,336","23,616",6.74,"25,693",32.0,5.68
04019001600,AZ,3208.0,3608,4008.9,0.9,76845,32.255485,-110.9406148,"430,750","5,500",1.28,"77,979",42.0,5.39
04019001700,AZ,2134.0,2909,5387.0,0.54,64522,32.262506,-110.9310222,"75,789","2,295",3.03,"51,272",39.0,5.78
04019001801,AZ,1369.0,5540,5893.6,0.94,36825,32.2461985,-110.9218414,"1,027,080","33,480",3.26,"41,005",44.0,5.76
04019001802,AZ,1867.0,2278,5297.7,0.43,39243,32.235204,-110.9177505,"60,615","2,754",4.54,"33,793",32.0,5.74
04019001900,AZ,2134.0,3850,1915.4,2.01,76277,32.2266407,-110.9278422,"233,472","4,800",2.06,"70,763",42.0,5.23
04019002000,AZ,1867.0,6640,3550.8,1.87,45476,32.2038718,-110.9215075,"2,172,219","73,059",3.36,"47,219",45.0,5.33
04019002100,AZ,2834.0,6205,2651.7,2.34,43785,32.1839178,-110.9233321,"763,250","21,375",2.8,"42,096",32.0,5.19
04019002201,AZ,2714.0,3151,2405.3,1.31,39268,32.1648954,-110.9480798,"96,174","6,507",6.77,"36,179",35.0,5.99
04019002300,AZ,2134.0,4613,4478.6,1.03,27033,32.2003766,-110.9707403,"1,943,781","109,074",5.61,"29,661",33.0,5.23
04019002400,AZ,2401.0,5397,4460.3,1.21,34810,32.1736601,-110.9669565,"695,625","32,375",4.65,"26,632",32.0,5.33
04019002504,AZ,3201.0,5518,6812.3,0.81,44850,32.1666449,-110.9990608,"160,515","3,456",2.15,"38,252",32.0,6.47
04019002505,AZ,3043.0,6876,7162.5,0.96,43822,32.1544181,-111.0055753,"178,416","4,806",2.69,"41,135",29.0,6.96
04019002602,AZ,1867.0,5199,6418.5,0.81,36788,32.2634358,-110.9579498,"300,992","18,752",6.23,"30,413",37.0,6.26
04019002604,AZ,2055.0,3707,3902.1,0.95,25299,32.2673344,-110.978139,"28,296","1,080",3.82,"21,068",29.0,6.47
04019002702,AZ,1867.0,4992,3961.9,1.26,56454,32.2740097,-110.9395268,"122,310","5,643",4.61,"42,033",36.0,6.32
04019002703,AZ,2134.0,3484,5530.2,0.63,39770,32.2684939,-110.9480588,"106,488","3,105",2.92,"42,050",25.0,7.93
04019002801,AZ,1334.0,2206,5013.6,0.44,28489,32.2676881,-110.9142263,"16,256","1,248",7.68,"23,181",33.0,5.31
04019002802,AZ,2401.0,3885,7770.0,0.5,37932,32.2614822,-110.9119808,"108,540","4,995",4.6,"30,616",34.0,5.71
04019002901,AZ,2134.0,5829,5829.0,1.0,43745,32.2560557,-110.9054728,"790,875","36,750",4.65,"36,868",34.0,5.33
04019003002,AZ,3753.0,4686,4549.5,1.03,46354,32.2406687,-110.8622536,"310,720","7,424",2.39,"42,445",40.0,5.67
04019003003,AZ,2092.0,4523,5725.3,0.79,38890,32.2475859,-110.8659548,"117,153","5,319",4.54,"47,459",48.0,5.03
04019003004,AZ,1334.0,2053,2851.4,0.72,62956,32.2526024,-110.8611149,"12,944",512,3.96,"45,221",47.0,5.58
04019003102,AZ,2534.0,3900,4936.7,0.79,35836,32.2360727,-110.8817535,"238,592","8,192",3.43,"35,626",47.0,4.56
04019003302,AZ,1867.0,4130,4130.0,1.0,70267,32.217738,-110.8535265,"264,832","7,232",2.73,"55,858",41.0,4.65
04019003303,AZ,1867.0,4088,3524.1,1.16,42063,32.2165578,-110.865699,"102,735","5,967",5.81,"46,450",40.0,5.8
04019003304,AZ,8468.0,3411,4672.6,0.73,57884,32.2194041,-110.8798996,"86,292","2,160",2.5,"64,728",39.0,6.15
04019003400,AZ,1690.0,5537,4292.2,1.29,61675,32.2120554,-110.9043222,"756,875","35,250",4.66,"58,720",35.0,5.23
04019003502,AZ,2490.0,4327,4507.3,0.96,41410,32.2033008,-110.877728,"514,375","11,875",2.31,"42,899",40.0,6.09
